Date,Datasource,Campaign,Clicks,Impressions
29.04.2019,Google Analytics,New General Campaign - Arab - Mobile,7,84
29.04.2019,Google Analytics,New General Campaign - Asia - Desktop,9,147
29.04.2019,Google Analytics,New General Campaign - Asia - Mobile,17,157
29.04.2019,Google Analytics,New General Campaign - AUS - Desktop,18,959
29.04.2019,Google Analytics,New General Campaign - AUS - Mobile,11,269
29.04.2019,Google Analytics,New General Campaign - AUT - Desktop,19,537
29.04.2019,Google Analytics,New General Campaign - AUT - Mobile,19,427
29.04.2019,Google Analytics,New General Campaign - BEL - Desktop,2,119
29.04.2019,Google Analytics,New General Campaign - BEL - Mobile,1,22
29.04.2019,Google Analytics,New General Campaign - BUL - Desktop,3,84
29.04.2019,Google Analytics,New General Campaign - BUL - Mobile,5,93
29.04.2019,Google Analytics,New General Campaign - CAN - Desktop,34,1377
29.04.2019,Google Analytics,New General Campaign - CAN - Mobile,20,522
29.04.2019,Google Analytics,New General Campaign - CH - Desktop,15,339
29.04.2019,Google Analytics,New General Campaign - CH - Mobile,3,53
29.04.2019,Google Analytics,New General Campaign - CRO - Desktop,12,262
29.04.2019,Google Analytics,New General Campaign - CRO - Mobile,5,113
29.04.2019,Google Analytics,New General Campaign - CZE - Desktop,12,562
29.04.2019,Google Analytics,New General Campaign - CZE - Mobile,2,41
29.04.2019,Google Analytics,New General Campaign - DEN - Desktop,9,128
29.04.2019,Google Analytics,New General Campaign - ESP - Desktop,12,642
29.04.2019,Google Analytics,New General Campaign - ESP - Mobile,9,231
29.04.2019,Google Analytics,New General Campaign - Europe - Desktop,18,1160
29.04.2019,Google Analytics,New General Campaign - Europe - Mobile,77,1198
29.04.2019,Google Analytics,New General Campaign - FIN - Desktop,5,125
29.04.2019,Google Analytics,New General Campaign - FRA - Desktop,12,955
29.04.2019,Google Analytics,New General Campaign - FRA - Mobile,19,351
29.04.2019,Google Analytics,New General Campaign - GER - Desktop,63,2958
29.04.2019,Google Analytics,New General Campaign - GRE - Desktop,4,115
29.04.2019,Google Analytics,New General Campaign - GRE - Mobile,5,181
29.04.2019,Google Analytics,New General Campaign - HKG - Desktop,3,83
29.04.2019,Google Analytics,New General Campaign - HKG - Mobile,1,78
29.04.2019,Google Analytics,New General Campaign - HUN - Desktop,8,342
29.04.2019,Google Analytics,New General Campaign - HUN - Mobile,12,115
29.04.2019,Google Analytics,New General Campaign - IND - Desktop,67,1905
29.04.2019,Google Analytics,New General Campaign - IND - Mobile,419,3822
29.04.2019,Google Analytics,New General Campaign - IRE - Desktop,2,47
29.04.2019,Google Analytics,New General Campaign - IRE - Mobile,6,150
29.04.2019,Google Analytics,New General Campaign - ISR - Desktop,4,148
29.04.2019,Google Analytics,New General Campaign - ISR - Mobile,7,108
29.04.2019,Google Analytics,New General Campaign - ITA - Desktop,39,1785
29.04.2019,Google Analytics,New General Campaign - ITA - Mobile,85,1639
29.04.2019,Google Analytics,New General Campaign - Latin - Desktop,34,1509
29.04.2019,Google Analytics,New General Campaign - Latin - Mobile,32,787
29.04.2019,Google Analytics,New General Campaign - MAL - Desktop,7,180
29.04.2019,Google Analytics,New General Campaign - MAL - Mobile,37,744
29.04.2019,Google Analytics,New General Campaign - NEL - Desktop,6,164
29.04.2019,Google Analytics,New General Campaign - NEL - Mobile,8,197
29.04.2019,Google Analytics,New General Campaign - NOR - Desktop,2,239
29.04.2019,Google Analytics,New General Campaign - NOR - Mobile,4,98
29.04.2019,Google Analytics,New General Campaign - NZE - Desktop,5,97
29.04.2019,Google Analytics,New General Campaign - NZE - Mobile,1,37
29.04.2019,Google Analytics,New General Campaign - OMA - Mobile,7,82
29.04.2019,Google Analytics,New General Campaign - POL - Desktop,14,666
29.04.2019,Google Analytics,New General Campaign - POL - Mobile,6,211
29.04.2019,Google Analytics,New General Campaign - POR - Desktop,5,270
29.04.2019,Google Analytics,New General Campaign - POR - Mobile,5,223
29.04.2019,Google Analytics,New General Campaign - Rest - Desktop,44,1066
29.04.2019,Google Analytics,New General Campaign - Rest - Mobile,94,1178
29.04.2019,Google Analytics,New General Campaign - ROM - Desktop,9,365
29.04.2019,Google Analytics,New General Campaign - ROM - Mobile,27,765
29.04.2019,Google Analytics,New General Campaign - RUS - Desktop,5,320
29.04.2019,Google Analytics,New General Campaign - RUS - Mobile,25,365
29.04.2019,Google Analytics,New General Campaign - SAU - Desktop,19,330
29.04.2019,Google Analytics,New General Campaign - SAU - Mobile,39,496
29.04.2019,Google Analytics,New General Campaign - SKO - Desktop,6,199
29.04.2019,Google Analytics,New General Campaign - SKO - Mobile,2,60
29.04.2019,Google Analytics,New General Campaign - SLO - Desktop,7,114
29.04.2019,Google Analytics,New General Campaign - SLO - Mobile,6,96
29.04.2019,Google Analytics,New General Campaign - SWE - Desktop,9,197
29.04.2019,Google Analytics,New General Campaign - TAW - Desktop,1,84
29.04.2019,Google Analytics,New General Campaign - TAW - Mobile,3,120
29.04.2019,Google Analytics,New General Campaign - UAE - Desktop,11,329
29.04.2019,Google Analytics,New General Campaign - UAE - Mobile,30,413
29.04.2019,Google Analytics,New General Campaign - UK - Desktop,38,1535
29.04.2019,Google Analytics,New General Campaign - UK - Mobile,55,1209
29.04.2019,Google Analytics,New General Campaign - USA - Desktop,68,2916
29.04.2019,Google Analytics,New General Campaign - USA - Mobile,68,1878
29.04.2019,Google Analytics,YouTube TrueView - Prio 1 - Leads,28,5882
29.04.2019,Google Analytics,YouTube TrueView - Prio 2 - Leads,111,14698
29.04.2019,Mailchimp,Emergency MasterClass Launch | OC#4,776,
29.04.2019,Mailchimp,Funnel 174 - Abdominal BachelorClass - #10,18,
29.04.2019,Mailchimp,Funnel 174 - Echo BachelorClass- #9,4,
29.04.2019,Mailchimp,Funnel 174 - Echo Masterclass - #10,8,
29.04.2019,Mailchimp,Funnel 174 - Emergency BachelorClass - #10,3,
29.04.2019,Mailchimp,Funnel 174 - Multi Funnel - #9/10,18,
29.04.2019,Mailchimp,Funnel 174 - Musculoskeletal BachelorClass- #10,1,
29.04.2019,Mailchimp,Funnel 174 - Pediatric BachelorClass  - #10,4,
29.04.2019,Mailchimp,Funnel 174 - POCUS FocusClass- #10,7,
29.04.2019,Mailchimp,Funnel 174 - Speckle Tracking Masterclass - #10,2,
29.04.2019,Mailchimp,Funnel 174 - TEE MasterClass - #10,2,
29.04.2019,Mailchimp,Funnel 174 - Vascular Lower Extremity BachelorClass - #10,5,
29.04.2019,Mailchimp,Funnel 175 - Abdominal BachelorClass- #5,7,
29.04.2019,Mailchimp,Funnel 175 - Echo BachelorClass- #4,6,
29.04.2019,Mailchimp,Funnel 175 - Echo Masterclass - #5,7,
29.04.2019,Mailchimp,Funnel 175 - Emergency BachelorClass- #5,1,
29.04.2019,Mailchimp,Funnel 175 - Multi Funnel - #4,20,
29.04.2019,Mailchimp,Funnel 175 - Musculoskeletal BachelorClass- #5,6,
29.04.2019,Mailchimp,Funnel 175 - Pediatric BachelorClass  - #5,2,
29.04.2019,Mailchimp,Funnel 175 - POCUS FocusClass- #5,5,
29.04.2019,Mailchimp,Funnel 175 - Speckle Tracking Masterclass - #5,1,
29.04.2019,Mailchimp,Funnel 175 - TEE MasterClass - #5,2,
29.04.2019,Mailchimp,Funnel 175 - Vascular Lower Extremity BachelorClass - #5,1,
30.04.2019,Facebook Ads,60 Second 26042019,2328,98570
30.04.2019,Facebook Ads,Course Launch Campaign,355,35379
30.04.2019,Facebook Ads,Lead Generation,1459,149306
30.04.2019,Facebook Ads,Like Ads,217,1945
30.04.2019,Google Adwords,B2B - Leads,7,567
30.04.2019,Google Adwords,B2B - Selected Countries,11,3182
30.04.2019,Google Adwords,GDN Prospecting - India,323,24676
30.04.2019,Google Adwords,GDN Prospecting - Prio 1,161,54568
30.04.2019,Google Adwords,GDN Prospecting - Prio 2,966,272781
30.04.2019,Google Adwords,GDN Prospecting - Prio 3,280,65373
30.04.2019,Google Adwords,GDN RMKT - India,363,28336
30.04.2019,Google Adwords,GDN RMKT - India Offer,123,10767
30.04.2019,Google Adwords,GDN RMKT - Prio 1,74,14141
30.04.2019,Google Adwords,GDN RMKT - Prio 1 Offer,65,5591
30.04.2019,Google Adwords,GDN RMKT - Prio 2,267,39663
30.04.2019,Google Adwords,GDN RMKT - Prio 2 Offer,109,9208
30.04.2019,Google Adwords,GDN RMKT - Prio 3,166,25039
30.04.2019,Google Adwords,GDN RMKT - Prio 3 Offer,109,12862
30.04.2019,Google Adwords,GDN - Smart Display - Prio 1,17,3323
30.04.2019,Google Adwords,GDN - Smart Display - Prio 2,733,152271
30.04.2019,Google Adwords,GDN - Smart Display - Prio 3,482,80384
30.04.2019,Google Adwords,New General Campaign - Africa - Desktop,6,269
30.04.2019,Google Adwords,New General Campaign - Africa - Mobile,89,1005
30.04.2019,Google Adwords,New General Campaign - Arab - Mobile,7,70
30.04.2019,Google Adwords,New General Campaign - Asia - Desktop,3,143
30.04.2019,Google Adwords,New General Campaign - Asia - Mobile,14,167
30.04.2019,Google Adwords,New General Campaign - AUS - Desktop,12,822
30.04.2019,Google Adwords,New General Campaign - AUS - Mobile,17,433
30.04.2019,Google Adwords,New General Campaign - AUT - Desktop,24,551
30.04.2019,Google Adwords,New General Campaign - AUT - Mobile,14,367
30.04.2019,Google Adwords,New General Campaign - BEL - Desktop,3,133
30.04.2019,Google Adwords,New General Campaign - BUL - Desktop,2,98
30.04.2019,Google Adwords,New General Campaign - BUL - Mobile,7,170
30.04.2019,Google Adwords,New General Campaign - CAN - Desktop,32,1219
30.04.2019,Google Adwords,New General Campaign - CAN - Mobile,32,749
30.04.2019,Google Adwords,New General Campaign - CH - Desktop,6,329
30.04.2019,Google Adwords,New General Campaign - CH - Mobile,3,77
30.04.2019,Google Adwords,New General Campaign - CRO - Desktop,5,248
30.04.2019,Google Adwords,New General Campaign - CRO - Mobile,6,137
30.04.2019,Google Adwords,New General Campaign - CZE - Desktop,10,397
30.04.2019,Google Adwords,New General Campaign - CZE - Mobile,1,35
30.04.2019,Google Adwords,New General Campaign - DEN - Desktop,5,123
30.04.2019,Google Adwords,New General Campaign - ESP - Desktop,4,680
30.04.2019,Google Adwords,New General Campaign - ESP - Mobile,11,182
30.04.2019,Google Adwords,New General Campaign - Europe - Desktop,68,1731
30.04.2019,Google Adwords,New General Campaign - Europe - Mobile,117,1275
30.04.2019,Google Adwords,New General Campaign - FIN - Desktop,2,105
30.04.2019,Google Adwords,New General Campaign - FIN - Mobile,2,84
30.04.2019,Google Adwords,New General Campaign - FRA - Desktop,7,792
30.04.2019,Google Adwords,New General Campaign - FRA - Mobile,19,405
30.04.2019,Google Adwords,New General Campaign - GER - Desktop,68,2592
30.04.2019,Google Adwords,New General Campaign - GRE - Desktop,9,213
30.04.2019,Google Adwords,New General Campaign - GRE - Mobile,2,225
30.04.2019,Google Adwords,New General Campaign - HKG - Desktop,2,72
30.04.2019,Google Adwords,New General Campaign - HKG - Mobile,2,51
30.04.2019,Google Adwords,New General Campaign - HUN - Desktop,8,331
30.04.2019,Google Adwords,New General Campaign - HUN - Mobile,8,106
30.04.2019,Google Adwords,New General Campaign - IND - Desktop,94,2268
30.04.2019,Google Adwords,New General Campaign - IND - Mobile,478,4036
30.04.2019,Google Adwords,New General Campaign - IRE - Mobile,5,89
30.04.2019,Google Adwords,New General Campaign - ISR - Desktop,4,247
30.04.2019,Google Adwords,New General Campaign - ISR - Mobile,4,143
30.04.2019,Google Adwords,New General Campaign - ITA - Desktop,56,1753
30.04.2019,Google Adwords,New General Campaign - ITA - Mobile,63,1031
30.04.2019,Google Adwords,New General Campaign - Latin - Desktop,37,1563
30.04.2019,Google Adwords,New General Campaign - Latin - Mobile,43,843
30.04.2019,Google Adwords,New General Campaign - MAL - Desktop,6,165
30.04.2019,Google Adwords,New General Campaign - MAL - Mobile,44,866
30.04.2019,Google Adwords,New General Campaign - NEL - Desktop,8,245
30.04.2019,Google Adwords,New General Campaign - NEL - Mobile,9,261
30.04.2019,Google Adwords,New General Campaign - NOR - Desktop,7,215
30.04.2019,Google Adwords,New General Campaign - NOR - Mobile,1,120
30.04.2019,Google Adwords,New General Campaign - NZE - Mobile,1,47
30.04.2019,Google Adwords,New General Campaign - OMA - Mobile,5,90
30.04.2019,Google Adwords,New General Campaign - POL - Desktop,8,667
30.04.2019,Google Adwords,New General Campaign - POL - Mobile,7,176
30.04.2019,Google Adwords,New General Campaign - POR - Desktop,7,229
30.04.2019,Google Adwords,New General Campaign - POR - Mobile,2,348
30.04.2019,Google Adwords,New General Campaign - Rest - Desktop,51,889
30.04.2019,Google Adwords,New General Campaign - Rest - Mobile,91,1122
30.04.2019,Google Adwords,New General Campaign - ROM - Desktop,14,656
30.04.2019,Google Adwords,New General Campaign - ROM - Mobile,40,1215
30.04.2019,Google Adwords,New General Campaign - RUS - Desktop,5,287
30.04.2019,Google Adwords,New General Campaign - RUS - Mobile,12,286
30.04.2019,Google Adwords,New General Campaign - SAU - Desktop,9,324
30.04.2019,Google Adwords,New General Campaign - SAU - Mobile,30,564
30.04.2019,Google Adwords,New General Campaign - SKO - Desktop,1,102
30.04.2019,Google Adwords,New General Campaign - SKO - Mobile,4,78
30.04.2019,Google Adwords,New General Campaign - SLO - Desktop,3,76
30.04.2019,Google Adwords,New General Campaign - SLO - Mobile,3,79
30.04.2019,Google Adwords,New General Campaign - SWE - Desktop,11,173
30.04.2019,Google Adwords,New General Campaign - SWE - Mobile,2,115
30.04.2019,Google Adwords,New General Campaign - TAW - Desktop,3,97
30.04.2019,Google Adwords,New General Campaign - TAW - Mobile,13,137
30.04.2019,Google Adwords,New General Campaign - UAE - Desktop,17,350
30.04.2019,Google Adwords,New General Campaign - UAE - Mobile,23,374
30.04.2019,Google Adwords,New General Campaign - UK - Desktop,45,1512
30.04.2019,Google Adwords,New General Campaign - UK - Mobile,84,1456
30.04.2019,Google Adwords,New General Campaign - USA - Desktop,96,4243
30.04.2019,Google Adwords,New General Campaign - USA - Mobile,84,2781
30.04.2019,Google Adwords,YouTube TrueView - Prio 1 - Leads,37,4949
30.04.2019,Google Adwords,YouTube TrueView - Prio 2 - Leads,82,10996
30.04.2019,Google Analytics,B2B - Leads,7,567
30.04.2019,Google Analytics,B2B - Selected Countries,11,3182
30.04.2019,Google Analytics,GDN Prospecting - India,323,24676
30.04.2019,Google Analytics,GDN Prospecting - Prio 1,161,54568
30.04.2019,Google Analytics,GDN Prospecting - Prio 2,966,272781
30.04.2019,Google Analytics,GDN Prospecting - Prio 3,280,65373
30.04.2019,Google Analytics,GDN RMKT - India,363,28336
30.04.2019,Google Analytics,GDN RMKT - India Offer,123,10767
30.04.2019,Google Analytics,GDN RMKT - Prio 1,74,14141
30.04.2019,Google Analytics,GDN RMKT - Prio 1 Offer,65,5591
30.04.2019,Google Analytics,GDN RMKT - Prio 2,267,39663
30.04.2019,Google Analytics,GDN RMKT - Prio 2 Offer,109,9208
30.04.2019,Google Analytics,GDN RMKT - Prio 3,166,25039
30.04.2019,Google Analytics,GDN RMKT - Prio 3 Offer,109,12862
30.04.2019,Google Analytics,GDN - Smart Display - Prio 1,17,3323
30.04.2019,Google Analytics,GDN - Smart Display - Prio 2,733,152271
30.04.2019,Google Analytics,GDN - Smart Display - Prio 3,482,80384
30.04.2019,Google Analytics,New General Campaign - Africa - Desktop,6,269
30.04.2019,Google Analytics,New General Campaign - Africa - Mobile,89,1005
30.04.2019,Google Analytics,New General Campaign - Arab - Mobile,7,70
30.04.2019,Google Analytics,New General Campaign - Asia - Desktop,3,143
30.04.2019,Google Analytics,New General Campaign - Asia - Mobile,14,167
30.04.2019,Google Analytics,New General Campaign - AUS - Desktop,12,822
30.04.2019,Google Analytics,New General Campaign - AUS - Mobile,17,433
30.04.2019,Google Analytics,New General Campaign - AUT - Desktop,24,551
30.04.2019,Google Analytics,New General Campaign - AUT - Mobile,14,367
30.04.2019,Google Analytics,New General Campaign - BEL - Desktop,3,133
30.04.2019,Google Analytics,New General Campaign - BUL - Desktop,2,98
30.04.2019,Google Analytics,New General Campaign - BUL - Mobile,7,170
30.04.2019,Google Analytics,New General Campaign - CAN - Desktop,32,1219
30.04.2019,Google Analytics,New General Campaign - CAN - Mobile,32,749
30.04.2019,Google Analytics,New General Campaign - CH - Desktop,6,329
30.04.2019,Google Analytics,New General Campaign - CH - Mobile,3,77
30.04.2019,Google Analytics,New General Campaign - CRO - Desktop,5,248
30.04.2019,Google Analytics,New General Campaign - CRO - Mobile,6,137
30.04.2019,Google Analytics,New General Campaign - CZE - Desktop,10,397
30.04.2019,Google Analytics,New General Campaign - CZE - Mobile,1,35
30.04.2019,Google Analytics,New General Campaign - DEN - Desktop,5,123
30.04.2019,Google Analytics,New General Campaign - ESP - Desktop,4,680
30.04.2019,Google Analytics,New General Campaign - ESP - Mobile,11,182
30.04.2019,Google Analytics,New General Campaign - Europe - Desktop,68,1731
30.04.2019,Google Analytics,New General Campaign - Europe - Mobile,117,1275
30.04.2019,Google Analytics,New General Campaign - FIN - Desktop,2,105
30.04.2019,Google Analytics,New General Campaign - FIN - Mobile,2,84
30.04.2019,Google Analytics,New General Campaign - FRA - Desktop,7,792
30.04.2019,Google Analytics,New General Campaign - FRA - Mobile,19,405
30.04.2019,Google Analytics,New General Campaign - GER - Desktop,68,2592
30.04.2019,Google Analytics,New General Campaign - GRE - Desktop,9,213
30.04.2019,Google Analytics,New General Campaign - GRE - Mobile,2,225
30.04.2019,Google Analytics,New General Campaign - HKG - Desktop,2,72
30.04.2019,Google Analytics,New General Campaign - HKG - Mobile,2,51
30.04.2019,Google Analytics,New General Campaign - HUN - Desktop,8,331
30.04.2019,Google Analytics,New General Campaign - HUN - Mobile,8,106
30.04.2019,Google Analytics,New General Campaign - IND - Desktop,94,2268
30.04.2019,Google Analytics,New General Campaign - IND - Mobile,478,4036
30.04.2019,Google Analytics,New General Campaign - IRE - Mobile,5,89
30.04.2019,Google Analytics,New General Campaign - ISR - Desktop,4,247
30.04.2019,Google Analytics,New General Campaign - ISR - Mobile,4,143
30.04.2019,Google Analytics,New General Campaign - ITA - Desktop,56,1753
30.04.2019,Google Analytics,New General Campaign - ITA - Mobile,63,1031
30.04.2019,Google Analytics,New General Campaign - Latin - Desktop,37,1563
30.04.2019,Google Analytics,New General Campaign - Latin - Mobile,43,843
30.04.2019,Google Analytics,New General Campaign - MAL - Desktop,6,165
30.04.2019,Google Analytics,New General Campaign - MAL - Mobile,44,866
30.04.2019,Google Analytics,New General Campaign - NEL - Desktop,8,245
30.04.2019,Google Analytics,New General Campaign - NEL - Mobile,9,261
30.04.2019,Google Analytics,New General Campaign - NOR - Desktop,7,215
30.04.2019,Google Analytics,New General Campaign - NOR - Mobile,1,120
30.04.2019,Google Analytics,New General Campaign - NZE - Mobile,1,47
30.04.2019,Google Analytics,New General Campaign - OMA - Mobile,5,90
30.04.2019,Google Analytics,New General Campaign - POL - Desktop,8,667
30.04.2019,Google Analytics,New General Campaign - POL - Mobile,7,176
30.04.2019,Google Analytics,New General Campaign - POR - Desktop,7,229
30.04.2019,Google Analytics,New General Campaign - POR - Mobile,2,348
30.04.2019,Google Analytics,New General Campaign - Rest - Desktop,51,889
30.04.2019,Google Analytics,New General Campaign - Rest - Mobile,91,1122
30.04.2019,Google Analytics,New General Campaign - ROM - Desktop,14,656
30.04.2019,Google Analytics,New General Campaign - ROM - Mobile,40,1215
30.04.2019,Google Analytics,New General Campaign - RUS - Desktop,5,287
30.04.2019,Google Analytics,New General Campaign - RUS - Mobile,12,286
30.04.2019,Google Analytics,New General Campaign - SAU - Desktop,9,324
30.04.2019,Google Analytics,New General Campaign - SAU - Mobile,30,564
30.04.2019,Google Analytics,New General Campaign - SKO - Desktop,1,102
30.04.2019,Google Analytics,New General Campaign - SKO - Mobile,4,78
30.04.2019,Google Analytics,New General Campaign - SLO - Desktop,3,76
30.04.2019,Google Analytics,New General Campaign - SLO - Mobile,3,79
30.04.2019,Google Analytics,New General Campaign - SWE - Desktop,11,173
30.04.2019,Google Analytics,New General Campaign - SWE - Mobile,2,115
30.04.2019,Google Analytics,New General Campaign - TAW - Desktop,3,97
30.04.2019,Google Analytics,New General Campaign - TAW - Mobile,13,137
30.04.2019,Google Analytics,New General Campaign - UAE - Desktop,17,350
30.04.2019,Google Analytics,New General Campaign - UAE - Mobile,23,374
30.04.2019,Google Analytics,New General Campaign - UK - Desktop,45,1512
30.04.2019,Google Analytics,New General Campaign - UK - Mobile,84,1456
30.04.2019,Google Analytics,New General Campaign - USA - Desktop,96,4243
30.04.2019,Google Analytics,New General Campaign - USA - Mobile,84,2781
30.04.2019,Google Analytics,YouTube TrueView - Prio 1 - Leads,37,4949
30.04.2019,Google Analytics,YouTube TrueView - Prio 2 - Leads,82,10996
30.04.2019,Mailchimp,Emergency MasterClass Launch | OC#5,478,
30.04.2019,Mailchimp,Funnel 175 - Abdominal BachelorClass- #6,4,
30.04.2019,Mailchimp,Funnel 175 - Echo BachelorClass- #5,14,
30.04.2019,Mailchimp,Funnel 175 - Multi Funnel - #5,23,
30.04.2019,Mailchimp,Funnel 175 - Musculoskeletal BachelorClass- #6,4,
30.04.2019,Mailchimp,Funnel 175 - POCUS FocusClass- #6,1,
30.04.2019,Mailchimp,Funnel 175 - Speckle Tracking Masterclass - #6,4,
30.04.2019,Mailchimp,Funnel 175 - TEE MasterClass - #6,2,
30.04.2019,Mailchimp,Funnel 175 - Vascular Lower Extremity BachelorClass - #6,1,
30.04.2019,Mailchimp,Weekly Newsletter Echo | 30 April 2019,4199,
30.04.2019,Mailchimp,Weekly Newsletter General | 30 April 2019,3332,
01.05.2019,Facebook Ads,60 Second 26042019,838,37954
01.05.2019,Facebook Ads,Lead Generation,1597,169079
01.05.2019,Facebook Ads,Like Ads,230,2011
01.05.2019,Google Adwords,B2B - Leads,9,544
01.05.2019,Google Adwords,B2B - Selected Countries,36,8273
01.05.2019,Google Adwords,GDN Prospecting - India,277,27319
01.05.2019,Google Adwords,GDN Prospecting - Prio 1,77,29800
01.05.2019,Google Adwords,GDN Prospecting - Prio 2,1168,294888
01.05.2019,Google Adwords,GDN Prospecting - Prio 3,300,61121
01.05.2019,Google Adwords,GDN RMKT - India,372,28138
01.05.2019,Google Adwords,GDN RMKT - Prio 1,76,16233
01.05.2019,Google Adwords,GDN RMKT - Prio 2,275,44639
01.05.2019,Google Adwords,GDN RMKT - Prio 3,167,23108
01.05.2019,Google Adwords,GDN - Smart Display - Prio 1,39,4569
01.05.2019,Google Adwords,GDN - Smart Display - Prio 2,1110,201574
01.05.2019,Google Adwords,GDN - Smart Display - Prio 3,280,51055
01.05.2019,Google Adwords,New General Campaign - Africa - Desktop,15,214
01.05.2019,Google Adwords,New General Campaign - Africa - Mobile,78,1086
01.05.2019,Google Adwords,New General Campaign - Arab - Mobile,1,64
01.05.2019,Google Adwords,New General Campaign - Asia - Desktop,7,93
01.05.2019,Google Adwords,New General Campaign - Asia - Mobile,17,115
01.05.2019,Google Adwords,New General Campaign - AUS - Desktop,22,913
01.05.2019,Google Adwords,New General Campaign - AUS - Mobile,21,551
01.05.2019,Google Adwords,New General Campaign - AUT - Desktop,14,331
01.05.2019,Google Adwords,New General Campaign - AUT - Mobile,13,302
01.05.2019,Google Adwords,New General Campaign - BEL - Desktop,5,117
01.05.2019,Google Adwords,New General Campaign - BEL - Mobile,7,55
01.05.2019,Google Adwords,New General Campaign - BUL - Desktop,3,125
01.05.2019,Google Adwords,New General Campaign - BUL - Mobile,9,128
01.05.2019,Google Adwords,New General Campaign - CAN - Desktop,27,835
01.05.2019,Google Adwords,New General Campaign - CAN - Mobile,26,831
01.05.2019,Google Adwords,New General Campaign - CH - Desktop,12,301
01.05.2019,Google Adwords,New General Campaign - CH - Mobile,12,191
01.05.2019,Google Adwords,New General Campaign - CRO - Desktop,3,140
01.05.2019,Google Adwords,New General Campaign - CRO - Mobile,3,103
01.05.2019,Google Adwords,New General Campaign - CZE - Desktop,9,314
01.05.2019,Google Adwords,New General Campaign - CZE - Mobile,2,51
01.05.2019,Google Adwords,New General Campaign - DEN - Desktop,3,132
01.05.2019,Google Adwords,New General Campaign - ESP - Desktop,7,620
01.05.2019,Google Adwords,New General Campaign - ESP - Mobile,10,166
01.05.2019,Google Adwords,New General Campaign - Europe - Desktop,34,1178
01.05.2019,Google Adwords,New General Campaign - Europe - Mobile,57,908
01.05.2019,Google Adwords,New General Campaign - FIN - Desktop,1,79
01.05.2019,Google Adwords,New General Campaign - FIN - Mobile,1,67
01.05.2019,Google Adwords,New General Campaign - FRA - Desktop,8,584
01.05.2019,Google Adwords,New General Campaign - FRA - Mobile,83,938
01.05.2019,Google Adwords,New General Campaign - GER - Desktop,84,2709
01.05.2019,Google Adwords,New General Campaign - GRE - Desktop,7,145
01.05.2019,Google Adwords,New General Campaign - GRE - Mobile,13,309
01.05.2019,Google Adwords,New General Campaign - HKG - Mobile,2,56
01.05.2019,Google Adwords,New General Campaign - HUN - Desktop,8,339
01.05.2019,Google Adwords,New General Campaign - HUN - Mobile,8,97
01.05.2019,Google Adwords,New General Campaign - IND - Desktop,61,1660
01.05.2019,Google Adwords,New General Campaign - IND - Mobile,461,3415
01.05.2019,Google Adwords,New General Campaign - IRE - Desktop,2,31
01.05.2019,Google Adwords,New General Campaign - IRE - Mobile,5,90
01.05.2019,Google Adwords,New General Campaign - ISR - Desktop,7,149
01.05.2019,Google Adwords,New General Campaign - ISR - Mobile,8,141
01.05.2019,Google Adwords,New General Campaign - ITA - Desktop,62,1858
01.05.2019,Google Adwords,New General Campaign - ITA - Mobile,70,1133
01.05.2019,Google Adwords,New General Campaign - JPN - Mobile,1,2
01.05.2019,Google Adwords,New General Campaign - Latin - Desktop,34,1235
01.05.2019,Google Adwords,New General Campaign - Latin - Mobile,44,834
01.05.2019,Google Adwords,New General Campaign - MAL - Desktop,8,157
01.05.2019,Google Adwords,New General Campaign - MAL - Mobile,29,538
01.05.2019,Google Adwords,New General Campaign - NEL - Desktop,4,165
01.05.2019,Google Adwords,New General Campaign - NEL - Mobile,16,268
01.05.2019,Google Adwords,New General Campaign - NOR - Desktop,1,161
01.05.2019,Google Adwords,New General Campaign - NOR - Mobile,7,157
01.05.2019,Google Adwords,New General Campaign - NZE - Desktop,2,74
01.05.2019,Google Adwords,New General Campaign - OMA - Mobile,6,89
01.05.2019,Google Adwords,New General Campaign - POL - Desktop,14,553
01.05.2019,Google Adwords,New General Campaign - POL - Mobile,2,115
01.05.2019,Google Adwords,New General Campaign - POR - Desktop,5,242
01.05.2019,Google Adwords,New General Campaign - POR - Mobile,7,305
01.05.2019,Google Adwords,New General Campaign - Rest - Desktop,43,999
01.05.2019,Google Adwords,New General Campaign - Rest - Mobile,132,1326
01.05.2019,Google Adwords,New General Campaign - ROM - Desktop,19,706
01.05.2019,Google Adwords,New General Campaign - ROM - Mobile,40,1233
01.05.2019,Google Adwords,New General Campaign - RUS - Desktop,5,258
01.05.2019,Google Adwords,New General Campaign - RUS - Mobile,9,202
01.05.2019,Google Adwords,New General Campaign - SAU - Desktop,11,251
01.05.2019,Google Adwords,New General Campaign - SAU - Mobile,40,675
01.05.2019,Google Adwords,New General Campaign - SKO - Desktop,1,94
01.05.2019,Google Adwords,New General Campaign - SKO - Mobile,4,132
01.05.2019,Google Adwords,New General Campaign - SLO - Desktop,5,98
01.05.2019,Google Adwords,New General Campaign - SLO - Mobile,6,101
01.05.2019,Google Adwords,New General Campaign - SWE - Desktop,11,197
01.05.2019,Google Adwords,New General Campaign - SWE - Mobile,7,192
01.05.2019,Google Adwords,New General Campaign - TAW - Desktop,3,96
01.05.2019,Google Adwords,New General Campaign - TAW - Mobile,9,115
01.05.2019,Google Adwords,New General Campaign - UAE - Desktop,14,332
01.05.2019,Google Adwords,New General Campaign - UAE - Mobile,16,290
